2008/04;5;26,69158583;0;;6,895348837;26,69158583
2008/10;1;26,69158583;0;;6,355786724;0
2008/11;3;26,69158583;0;;;
2009/04;1;26,69158583;0;;;
2009/06;1;26,69158583;0;;;
2009/07;2;26,69158583;0;;;
2009/09;2;26,69158583;0;;;
2009/10;6;26,69158583;0;;;
2009/12;4;26,69158583;0;;;
2010/01;1;26,69158583;0;;;
2010/02;7;26,69158583;0;;;
2010/03;2;26,69158583;0;;;
2010/04;9;26,69158583;0;;;
2010/05;2;26,69158583;0;;;
2010/06;4;26,69158583;0;;;
2010/07;14;26,69158583;0;;;
2010/08;19;26,69158583;0;;;
2010/09;22;26,69158583;0;;;
2010/10;7;26,69158583;0;;;
2010/11;2;26,69158583;0;;;
2010/12;2;26,69158583;0;;;
2011/01;15;26,69158583;0;;;
2011/02;5;26,69158583;0;;;
2011/03;7;26,69158583;0;;;
2011/04;12;26,69158583;0;;;
2011/05;3;26,69158583;0;;;
2011/06;6;26,69158583;0;;;
2011/07;7;26,69158583;0;;;
2011/08;7;26,69158583;0;;;
2011/09;17;26,69158583;0;;;
2011/10;8;26,69158583;0;;;
2011/11;12;26,69158583;0;;;
2011/12;8;26,69158583;0;;;
2012/01;4;26,69158583;0;;;
2012/02;7;26,69158583;0;;;
2012/04;3;26,69158583;0;;;
2012/05;7;26,69158583;0;;;
2012/06;23;26,69158583;0;;;
2012/07;4;26,69158583;0;;;
2012/08;2;26,69158583;0;;;
2012/09;3;26,69158583;0;;;
2012/10;8;26,69158583;0;;;
2012/11;3;26,69158583;0;;;
2012/12;2;26,69158583;0;;;
2013/01;9;26,69158583;0;;;
2013/02;4;26,69158583;0;;;
2013/03;17;26,69158583;0;;;
2013/04;2;26,69158583;0;;;
2013/05;11;26,69158583;0;;;
2013/06;35;26,69158583;0;;;
2013/07;5;26,69158583;0;;;
2013/08;8;26,69158583;0;;;
2013/09;7;26,69158583;0;;;
2013/10;1;26,69158583;0;;;
2013/11;19;26,69158583;0;;;
2013/12;16;26,69158583;0;;;
2014/01;16;26,69158583;0;;;
2014/02;5;26,69158583;0;;;
2014/03;6;26,69158583;0;;;
2014/04;14;26,69158583;0;;;
2014/05;12;26,69158583;0;;;
2014/06;11;26,69158583;0;;;
2014/07;4;26,69158583;0;;;
2014/08;3;26,69158583;0;;;
2014/09;1;26,69158583;0;;;
2014/10;3;26,69158583;0;;;
2014/11;2;26,69158583;0;;;
2015/03;14;26,69158583;0;;;
2015/04;19;26,69158583;0;;;
2015/06;1;26,69158583;0;;;
2015/08;2;26,69158583;0;;;
2015/09;2;26,69158583;0;;;
2015/10;4;26,69158583;0;;;
2015/11;3;26,69158583;0;;;
2016/01;1;26,69158583;0;;;
2016/03;12;26,69158583;0;;;
2016/04;3;26,69158583;0;;;
2016/05;5;26,69158583;0;;;
2016/08;1;26,69158583;0;;;
2016/09;1;26,69158583;0;;;
2017/04;2;26,69158583;0;;;
2017/06;3;26,69158583;0;;;
2017/07;1;26,69158583;0;;;
2018/06;14;26,69158583;0;;;
2020/01;4;26,69158583;0;;;
2020/02;1;26,69158583;0;;;
